,lang,class,message,created_time,month,year,platform,username
507,english,n,fake covid fake vaccine,2021-04-29 00:01:17+00:00,april,2021.0,Facebook,
508,taglish,n,"panay explain kayo ng ibat ibang covid19 vaccine brands eh sinovac at astra lang naman pinamimigay nyo. on top of that, di pa namin maramdaman sa category b ang vaccine na yan. asan na ang vaccine?",2021-04-29 00:05:04+00:00,april,2021.0,Facebook,
509,filipino,n,after sinovac vaccine nmn ng russia pinopromote yung top choice ng pinoy kya na pfizer kailan nyo ma hanapan ng paraan para mkakuha,2021-04-29 00:07:11+00:00,april,2021.0,Facebook,
510,taglish,n,pareho-pareho ba ang formulation ng mga vaccine?,2021-04-29 00:17:03+00:00,april,2021.0,Facebook,
511,taglish,n,"ang mga nagrereklamo, please huwag nalang mag pa vaccine..you are not forced to do so..so please shut up nalng kng pwede..else gumawa nalng kayo ng sarili nyong vaccine 👍",2021-04-29 00:20:14+00:00,april,2021.0,Facebook,
512,filipino,n,"ang mga nagrereklamo, please huwag nalang mag pa vaccine you are not forced to do so, so please shut up nalang kung pwede or else gumawa nalng kayo ng sarili niyong vaccine 👍",2021-04-28 13:33:36+00:00,april,2021.0,Facebook,
513,filipino,n,ano nangyari sa bagong variant daw ng covid na pinapauso niyo noon? di kinagat ng tao kaya namatay ang issue halatang imbento. dami nyo alam! mga corrupt!,2021-04-28 14:15:30+00:00,april,2021.0,Facebook,
514,filipino,n,"simple lang ang style ng covid, kapag takot ka at stress aatakihin ka ng mataas na air pollution mabilis lumala ang sakit",2021-04-28 20:05:10+00:00,april,2021.0,Facebook,
515,filipino,n,"di ko po maintindihan, naging positive ako sa covid 😅 nagka lagnat ako dahil sa uti pero ginawang covid. okay po. salamat sa perwisyo.",2021-04-28 21:34:42+00:00,april,2021.0,Facebook,
516,taglish,n,gamot sa covid think positive,2021-04-28 22:51:05+00:00,april,2021.0,Facebook,
517,taglish,n,"doktor ng ospital na may first dose ng bakuna, dinapuan ng covid-19, patay",2021-04-28 13:01:33+00:00,april,2021.0,Facebook,
518,taglish,n,"pag namatay sa flu at pulmonya, report nyan ay covid-19. kaya nga nawala na numbers ng namamatay sa flu at pulmonya paramihan ng covid cases reported ",2021-04-28 13:04:07+00:00,april,2021.0,Facebook,
519,filipino,n,sana may libre na pang flu at pneumonia para lahat mahihirap makatangap mahal kasi pag nagpainject ka pag private,2021-04-28 13:04:25+00:00,april,2021.0,Facebook,
520,filipino,n,bakunahan nyo na mga ulo nyo nag papauto kayo lagi sa goberno gusto nila kayong patayin kemikal turok doon turok dito rekta nyo na yan sa ulo nyo,2021-04-28 13:08:37+00:00,april,2021.0,Facebook,
521,filipino,n,darwin nicasa nagpabakuna kami mga seniors anti flu anti pneumonia ng free lang po,2021-04-28 13:42:26+00:00,april,2021.0,Facebook,
522,filipino,n,sana may free vaccines for pneumonia and flu in our region.,2021-04-28 13:44:22+00:00,april,2021.0,Facebook,
523,filipino,n,puro lang kayo vaccine vaccine ni walang kasiguruhan puro lang advertise at endorso ng bakunang gawa ng ibang bansa.,2021-04-28 13:11:30+00:00,april,2021.0,Facebook,
524,taglish,n,gumawa kayo ng sarili nyong vaccine yung totoo nakaka pag prevent ng mga tunay na sakit bago kayo mag endorso huwag nyong gawing dependent sa bakuna ng ibang bansa ang mga mamamayan ng ating bansa.huwag nyong pagexperimentuhan kapwa nyo.,2021-04-28 13:24:20+00:00,april,2021.0,Facebook,
525,filipino,n,sana kahit bakuna sa pneumonia ay mabakunahan po ako,2021-04-28 20:17:35+00:00,april,2021.0,Facebook,
526,filipino,n,"doh, moringga lang ang katapat ng covid..hindi na kasi kilala ng mga tao ang mga gulay.",2021-04-28 11:57:09+00:00,april,2021.0,Facebook,
527,filipino,n,unahin mabakunahan ang ncr bubble dahil dito ang sentro ng ekonomiya at may pinakamaraming nagtatrabaho na nawalan.,2021-04-28 14:49:26+00:00,april,2021.0,Facebook,
528,english,n,how can we get covid vaccine online registration form for non-seniors?,2021-04-28 18:20:08+00:00,april,2021.0,Facebook,
529,filipino,n,araw araw sana pababa ang covid at pataas naman ang recovered 🙏🙏🙏,2021-04-28 08:13:56+00:00,april,2021.0,Facebook,
530,english,n,"so 5 hospitals have now been given permission to use ivermectin. funny how the media, and others, who were up in arms about how dangerous ivermectin is, suddenly are quiet, not asking about how many deaths or adverse effects have occurred in the first 3 hospitals fda gave permission to that have been dispensing ivermectin. i guess they're afraid they'll be proven wrong -- that ivermectin has proven safe and effective, so they don't want this news to leak out.",2021-04-28 07:37:43+00:00,april,2021.0,Facebook,
531,filipino,n,masyado nyo lang tinatakot ang sarili nyo sa sinasabing covid di totoo yan,2021-04-28 14:47:41+00:00,april,2021.0,Facebook,
532,filipino,n,kahit magpabakuna ka pwede ka pa rin tamaan ng covid,2021-04-28 06:14:17+00:00,april,2021.0,Facebook,
533,filipino,n,"ang dami nanaman expert magcomment dito, e parating pa lang mga vaccine, march na nga naumpisahan yan, mas mabilis pa tayo sa ibang mga bansa",2021-04-28 06:37:19+00:00,april,2021.0,Facebook,
534,filipino,n,kayo nalang pavaccine tiwala na ako kay lord at sa imyon system k,2021-04-28 06:04:08+00:00,april,2021.0,Facebook,
535,filipino,n,covid vaccine moringga lang ang katapat niya...,2021-04-28 09:40:48+00:00,april,2021.0,Facebook,
536,taglish,n,"alex reyes don't get confused. hindi naman sinabi na ""magpakuna ulit"" after the 1st dose ng sinovac, aztra zeneca naman. it's understood na one brand lang ng vaccine sa 1st & 2nd dose.",2021-04-27 12:33:42+00:00,april,2021.0,Facebook,
537,filipino,n,dami covid idiots. gawa gawa lang yong pandemic sa india. hindi na kayo natuto,2021-04-27 14:15:48+00:00,april,2021.0,Facebook,
538,filipino,n,pag nagpabakuna ba mga tao di na kami magkakasakit o mamamatay?,2021-04-27 13:28:26+00:00,april,2021.0,Facebook,
539,filipino,n,sana madagdagan pa ang mga gagaling sa covid!!,2021-04-27 08:00:24+00:00,april,2021.0,Facebook,
540,english,n,i'm over trying to deal with this whole covid thing,2021-04-27 08:01:57+00:00,april,2021.0,Facebook,
541,filipino,n,sana nabibigyan ng penalty ng doh yung mga laboratoryong hindi regular na nakakapag-submit ng datos nila para masiguro ang tama at maayos na pagtatala ng mga bilang ng kaso ng covid.,2021-04-27 08:03:06+00:00,april,2021.0,Facebook,
542,taglish,n,mahina parin tayo sa contact tracing kaya hindi accurate ang bilang ng active cases sa bansa😁,2021-04-27 08:03:53+00:00,april,2021.0,Facebook,
543,taglish,n,why not release the vaccine that was delivered last week pa??,2021-04-27 05:39:24+00:00,april,2021.0,Facebook,
544,taglish,n,thanks po willing po ako nagpavaccine if available n because kung ito lng po paraan para mktulong sa government or sa ikkbuti ng lht mrami na po akong kaibigan ksamahan kmaganak n magpaturok ng vaccine ok nmn po sila at mkkasihat ko po sila but i am not encouraging anyone if you take it or leave it thanks department of health saludo po ako sainyo at sa ating butihing presidents duterte thanks sir mabuhay ka po..,2021-04-27 05:47:57+00:00,april,2021.0,Facebook,
545,filipino,n,sigurado ba talagang walang kapalit yung vaccines na dinonate ng china? kasi baka bukas makalawa eh gumising nalang tayo na hindi na pilipinas ang pangalan ng ating bansa.,2021-04-27 05:48:40+00:00,april,2021.0,Facebook,
546,taglish,n,ano po ba ang protocol sa mga asymptomatic covid-19 case na nag home isolation na ng 10 days? hindi na ba required ang swab or any testing para ma validate na negative na ang pasyente? automatic ba na ma-consider negative na ang pasyente kung sa loob ng 10 days ay walang any symptoms na lumabas? allowed ba silang lumabas ng bahay after 10days kahit wala pang certificate na nagpapatunay na hindi na sila carrier ng covid-19?,2021-04-27 05:16:36+00:00,april,2021.0,Facebook,
547,english,n,"doh the problem is the implementation of community quarantine. you are forcing the non-infected to be infected by people who contracted covid. how to lessen the covid case: persons from young to adult age are free to go outside but they are force to wear double mask to prevent airborne transmission, lockdown specific areas of quezon city wherein covid cases are commonly present, when in places such as work people are mandatory to wear surgical gloves.",2021-04-26 14:48:44+00:00,april,2021.0,Facebook,
548,taglish,n,"to convince the population in accepting the vaccine sana ang iatf at doh ay maglunsad ng vaccine campaign/commercial na magbibigay ng mas malawig na information, at facts tungkol sa vaccines na ipapamahagi at mga benepisyo ng pagpapabakuna. bigyan din po sana lahat ng nabakunahan ng incentive by easing up their quarantine period when they're traveling para mas mahikayat ang karamihan na magpa bakuna na kapag pwede na.",2021-04-26 19:39:23+00:00,april,2021.0,Facebook,
549,english,n,why make a vaccine when there's so many to choose from? this baffles me!,2021-04-26 19:22:39+00:00,april,2021.0,Facebook,
550,taglish,n,ano naman ang kinalaman ng utilities sa covid-19 vaccines.,2021-04-27 02:53:47+00:00,april,2021.0,Facebook,
551,filipino,n,mga sakitin lang dapat at may sakit ang bakunahan,2021-04-26 14:36:09+00:00,april,2021.0,Facebook,
552,taglish,n,"please identify lgus that will receive sputnikv, pfizer and moderna para hindi naman sobra mag expect mga filipino sa vaccine na ibibigay ng gobyerno. marami may brand preference para naman mahanda na nila sarili nila na ang mga vaccines na hindi kelangan ng ultra cold freezers ang darating sa lugar nila. please set the expectations now please",2021-04-25 14:16:49+00:00,april,2021.0,Facebook,
553,taglish,n,"dear doh, kasalukuyan po na naka-confine ang nanay ko po and diagnosed severe covid19 pneumonia. ang sabi po ng doctor need namin pagsabayin yung remdesivir (amounting to 21k) and hemoperfusion. nahihirapan po kami humanap ng pondo pambili ng cartridge po ng hemoperfusion. dahil ang isa po nito ay 35k. need po kasi ng 4 sa buong hemoperfusion. wala pong cartridges and remdesivir sa ospital ng nanay ko po. sana po may choices po kami na makabili ng mas murang cartridges :(",2021-04-25 06:08:20+00:00,april,2021.0,Facebook,
554,taglish,n,saan po kaya pwede magpa vaccine? mmda contact tracer po ako and until now si pa po nkapag pa-vaccine.,2021-04-24 12:13:31+00:00,april,2021.0,Facebook,
555,taglish,n,"malamang maraming vaccine ang masasayang kasi may time pa kayo mag ""debunks"". meaning, maraming vaccine ang hindi pa nabibigay sa mga taong nakaschedule for vaccination. kapag naexpire isisisi sa taong bayan. #napanoodnanaminyan!",2021-04-24 12:58:49+00:00,april,2021.0,Facebook,
556,filipino,n,hay nako mga taga doh dami nyong alam at problema sa buhay kung gusto nyong mawala ang covid pabakuran nyo ng pader na simento yong bondery ng bawat lalawigan tutal wala naman nakakabyahe na at mag isip kayo ng solusyon puro lang kayo ngawa wala naman sa gawa,2021-04-24 12:58:57+00:00,april,2021.0,Facebook,
557,english,n,"we must freely act together with science and truth it is a fact that ivermectin is safe and efficacious against early phases of covid-19 including prophylaxis. there are other cost-effective public health interventions that can cut significantly covid-19 infections and diseases other than the new, experimental covid-19 vaccines peddled by doh-iatf duque, fda domingo and pchrd montoya and gloriani. enough with the lies, propaganda and corporate greed of the big pharmas and the well paid, controlled who, cdc usa, international and local msm, doh-fda-philhealth and doctor agents of multinational pharmaceuticals like duque, garin, domingo, vergerie, vega, solante, montoya, gloriani, salvana, herbosa, bravo, cabral, leachon, co, dans, tamesis, padilla and limpin. furthermore, we must be forewarned of the octa research group. it is funded by powerful and wealthy politicians who are supporting the manchurian candidate. it has zero expertise and experience in public health, epidemiology, outbreak investigations, health strategy planning and behavioral change communication. it is temporarly a sleeper cell to compete with sws and pulse asia as 2022 pollsters. the battle is clearly defined. there are god-fearing, competent, patriotic and independent filipino physician experts like dr. romy quijano, dr. iggy agbayani and cdc philippines. we shall overcome and bring back health in the hands of the people. francisco salcedo cruz, md, mph. public health vaccination expert",2021-04-24 11:02:54+00:00,april,2021.0,Facebook,
558,taglish,n,"harold semacio halton kahit magkaroon pa po ng mga bakuna laban sa covid, hindi na po yan mawawala o matatapos. kahit kasi nabakunhan na po tayo, tatamaan pa rin po tayo ng covid na yan. meaning, hindi pa rin po mapuputol ang hawaan ng covid. wala naman po kasing bakuna na may 100% na proteksyon o immunity at wala rin pong bakuna na may life time na proteksyon o immunity. covid is here to stay with us.",2021-04-24 11:07:07+00:00,april,2021.0,Facebook,
559,filipino,n,wala naman pong pagsubok ng hindi po nasusulosyonan po basta po mag pray lng po tayo sa panginoon na mawala na ang covid 19 at patuloy lang po tayo magdasal dahil po pinapakinggan po tayo ng panginoon po,2021-04-24 11:18:58+00:00,april,2021.0,Facebook,
560,filipino,n,wala! mas magaling pa din ang immune system ko kaysa sa bakuna. itigil niyo na panloloko niyo.,2021-04-24 10:07:55+00:00,april,2021.0,Facebook,
561,filipino,n,bakunahan nyo sarili nyo,2021-04-24 10:57:38+00:00,april,2021.0,Facebook,
562,taglish,n,sa mga nababalak magpabakuna unahin nyo muna kumuha ng st.peter plan.para hnd nmn kawawa ang maiiwanan at pabayaran nyo muna sa doh para hnd na mamuroblima kapamilya nyo.maganda na yong nka plano.total nagplaplano nmn kayo magpakamatay lubusin nyo na ang plano nyo st.peter plan kahit saan kahit kaylan maasahan.mabilus ang serbesyo..😂😂😂,2021-04-24 11:17:33+00:00,april,2021.0,Facebook,
563,taglish,n,"thank you sa advisory but we need the vaccine. ready na kami magpabakuna, kayo ang wala pang maibigay. buhos nyo muna effort nyo sa pag procure ng vaccines",2021-04-24 11:35:12+00:00,april,2021.0,Facebook,
564,filipino,n,"doh officials and health workers, please, please practice due diligence and common sense with conscience, how can you implement the covid vaccines if you have not thoroughly assessed and evaluated the safety, efficacy of each vaccine you are imposing to the filipino people specially the health workers, frontliners, government employees. para sa hindi pa nakaka-basa sa aking post tungkol pangyayari sa isang pilipina sa germany. siya po ay nagkaroon at tinamaan ng coronavirus variant kahit pa kumpleto ang covid-19 vaccine. ito po ay napa-balita kanina lang sa gma7, april 20, 2021. isang patunay na nag-sasabi ng totoo ang eksperto sa bakuna na dr. gerrt vende besshe sa kanyang video warning tungkol sa mrna vaccine. kaya gusto ko na ulit-ulitin ang panawagan sa aking mga kababayang pilipino na huwag po kao maniwala sa kasinungalingan ng iatf-doh at mga lgu officials na mapro-protektahan kayo pag naturukan na kayo ng covid vaccine. gagawin lang tayon guinea pigs at ginagawang sacrificial lamb ng mga corrupt at mayayamang capitalista sa likod ng covid vaccines. uulitin ko pa ang aking panawagan na pakinggan ninyong mabuti ang warning tungkol sa bakuna. eto pa ang video warning galing sa tunay na eksperto sa bakuna. isa siya sa tumulong gumawa ng maraming bakuna para sa buong mundo, at naka-sama ang mag-asawang donna at bill gates.",2021-04-24 05:31:57+00:00,april,2021.0,Facebook,
565,filipino,n,walang covid copit lang meron marami!,2021-04-24 03:10:19+00:00,april,2021.0,Facebook,
566,taglish,n,pag namasyal hindi importante? socialising is important tinuturo natin ito sa mga bata di ba? seasonal virus na yan at hindi yang virus na yan ang magdidikta na paggalaw natin sa mundo. nobody will leave this world alive kahit healthy ka pa. huwag tayong mabuhay na puro takot sa isang virus na tulad ng covid.,2021-04-24 04:43:07+00:00,april,2021.0,Facebook,
567,filipino,n,edgardo trinidad wala pa iyan maski swabtest di perfect check youtube government of cebu. test is fake. dahil yan ang ginagamit even the inventor said his inventions not for covid but for dna,2021-04-24 05:23:24+00:00,april,2021.0,Facebook,
568,taglish,n,mas makaka matay payang fake mask at fake shield kesa sa covid kung may covid talaga🤔,2021-04-24 05:40:21+00:00,april,2021.0,Facebook,
569,filipino,n,"may tanong po ko di ko kasi ma pm kaya dito na lang po sa comment box ""pagka tapos po ba bakunahan ay pwede na uminom ng alak or hindi?""",2021-04-23 11:16:32+00:00,april,2021.0,Facebook,
570,taglish,n,pampabata ang covid vaccine,2021-04-24 15:07:27+00:00,april,2021.0,Facebook,
571,english,n,"what kind of doh officials are you, trying to destroy the filipino culture of hospitality that we are famous for throughout the world? just because of your own fear and believing covid is pandemic which in reality is not, you have to impose directive that is a violation of people's constitutional rights. your idiotic minds is eroding most good filipino values and believing all the lies about the coronavirus who conspired for money and power. to the extent of promoting covid vaccines that safety and efficacy are still not possible at this early stage. how could you people in fda and doh afford to sacrifice lives of filipino families? your arrogance being in health officials is uncalled for because you are paid by the people's tax money. so you are complicit to this crime of mankind!",2021-04-24 02:24:06+00:00,april,2021.0,Facebook,
572,english,n,"useless when every offices are closed, including educational institutions that needs to catch up and graduate. #reopen",2021-04-23 10:12:50+00:00,april,2021.0,Facebook,
573,filipino,n,alam kopa ang ginagawa ko.natupad naman ako .inaalagaan ko din ang kalusugan ko.kung may covid ako noon pa patay na ang mga kasama ko sa bahay at yong mga nakasalamuha ko. bakit mo nasa bing may mental health ako nakikita mo ba ako araw-araw .kaya kong alagaan ang sarili ko.,2021-04-23 20:49:16+00:00,april,2021.0,Facebook,
574,english,n,"in a country where most people do not have the slighest idea about infectious diseases and viruses, there is no other way to stop the pandemic but thru vaccination. people contract covid because they are ignorant, reckless and unhygienic. there is no treatment to being stupid.",2021-04-23 11:26:45+00:00,april,2021.0,Facebook,
575,english,n,"this is the kind of stupid mentality that's causing the steady increase in covid cases and death in the philippines. you have zero iq as far as vaccines and infectious diseases are concerned. ignorance kills, mind you.",2021-04-23 11:32:19+00:00,april,2021.0,Facebook,
576,taglish,n,"doh, mag isip kayo ng mabuti para matapus na ito ang covid2. kaso lang pag wala na ang covid wala na ang business sa pag benta ng face mask,face shield,ppe at swab test.. trangkaso lang ang covid madaling gamotin .pag may naramdaman naikaw gamotin kaagad..huwag hintayin na lumala pa.",2021-04-23 07:21:14+00:00,april,2021.0,Facebook,
577,filipino,n,dasal lang katapat ko wala panginoon sa buhay ko tipok na fighting spirit laban ng laban di magpatalo sa covid,2021-04-22 09:58:01+00:00,april,2021.0,Facebook,
578,filipino,n,doh naloko lang tao say covid ginagawa nila negosyo ang covid,2021-04-22 10:07:03+00:00,april,2021.0,Facebook,
579,filipino,n,"vaccine is not gamot its immunization of our sytem of the virus katulad po ng malaria, typhoid, polio, tb makinig naman po kayo sa tamang programa la ng pamahalaan kasi kung sa abscbn la kau makikinig at tv 5, ay wala talaga kayong matututunan at panay paninira sa government yan mga yan",2021-04-22 06:45:43+00:00,april,2021.0,Facebook,
580,taglish,n,"eden bulanon kung pampalakas ng immune system, ang vaccines ay hindi kailangan sa mga vegetarians at other healthy living people.",2021-04-22 06:47:36+00:00,april,2021.0,Facebook,
581,taglish,n,"doh, kung talagang safe & tested ang vaccine then bakit may waiver kayo na dapat pirmahan bago bakunahan? then bakit walang mag take ng responsibility kung may mangyaring di maganda sa taong binakonahan? yan ba ang safe & tested? common sense mga kababayan, halimbawa sasabihin ko sa inyo, inumin mo itong gamot na gawa ko para lumakas ka, tapos pipirma kayo ng waiver, at sasabihin ko sa inyo, pag inom nyo ng gamot ko na pangpalakas kung may mangyari sa inyo.",2021-04-22 03:35:19+00:00,april,2021.0,Facebook,
582,english,n,"covid vaccines are not the cure nor for prevention, it will only give you permanent long term side effects in your body and immediate short term side effects or even death to those weak if there is something wrong with you, no one even doctors will say they will guarantee your safety after taking the covid vaccines, they will even promote for other people to have it. they cannot and do not know how to test a person if he is eligible for the covid vaccines, this they do not guarantee either.",2021-04-22 04:48:57+00:00,april,2021.0,Facebook,
583,taglish,n,ayesha ayen alexander lahat ng vaccines hindi effective sa mga variants. ang mga vaccines na lumabas ngaun ay natest at na experiment sa naunang covid19 virus. no way na magiging effective yan sa mga variants na lumalabas ngaun. sa research ko umaabot na sa 200 variants ang nandito na sa pilipinas at mabilis ang pagdami nila. still the most effective way is our innate immune system. be safe!,2021-04-22 00:50:00+00:00,april,2021.0,Facebook,
584,filipino,n,"doh,kahit hindi na magpabakuna kumain lang lagi ng masustansiyang pagkain. maka langhap ng fresh air bakit naman ang mga badjao at palaboy hindi man sila ng ka covid.",2021-04-21 12:34:52+00:00,april,2021.0,Facebook,
585,english,n,contact tracers should do whatever they can to educate filipinos about the covid virus and infectious diseases to better protect themselves. there is no way the country can outsmart the virus when a lot of filipinos remain ignorant about the disease.,2021-04-21 10:28:26+00:00,april,2021.0,Facebook,
586,filipino,n,bakit kayo doh tapat ba kayo ginawa nyo negosyo ang covid sumagot ka doh?,2021-04-21 10:53:40+00:00,april,2021.0,Facebook,
587,filipino,n,dito sa ibang bansa wala yan contact tracing.,2021-04-21 11:12:04+00:00,april,2021.0,Facebook,
588,filipino,n,paano magko-contact tracing sa maginhawa pantry?,2021-04-21 11:20:54+00:00,april,2021.0,Facebook,
589,english,n,what made you say you are qualified to make suggestions? you don't even know that asymptomatic people can be as infectious. tell everyone you know who contracted covid that they are ignorant and reckless and should learn their lessons to avoid contracting the disease again. that's the only way to stop this pandemic.,2021-04-21 12:21:39+00:00,april,2021.0,Facebook,
590,taglish,n,"sa contract tracing form, duterte palpak lagi nilalagay ko",2021-04-21 18:23:18+00:00,april,2021.0,Facebook,
591,filipino,n,"vaccines bring us closer! 💉🤗 (daw... kailan... paano?, bakit?) 😡 yung naghanda ka para mabakunahan nuong lunes (april 19, 2021; 1:30pm daw) pero pagdating mo sa vaccination area at around 1:15pm (isaac looez integrated school sa mandaluyong) wala daw pangalan mo sa listahan ng mga babakunahan. eh ano na nangyari dun sa pinuntahan ka sa bahay nyo nuong linggo (april 18, 2021) para abisuhan kang ngayon ang schedule mo ng bakuna? pagkainit-init sa labas para pauwiin ka uli. pati ba naman scheduling lang ng bakuna hindi pa rin maayos? ilang senior citizens pa kaya yung nakaranas ng ganito? take note: senior citizens ... 😡 mula sa pinakamababang antas ng pamahalaan walang sistema, ano pa kaya aasahan ng mga tao sa gobyerno? #covid19 #bidabakunation #resbakuna #bisasolusyon #explainexplainexplain #vaccineswork! magpabakuna para sa #healthypilipinas!💚",2021-04-21 14:09:44+00:00,april,2021.0,Facebook,
592,english,n,"multiple countries have paused the use of astrazeneca's covid-19 vaccine as a precaution while investigators look into cases of blood clots among vaccinated people. austrian authorities said march 7 that a 49-year-old woman had died as a result of severe coagulation disorder after taking the shot, and that a 35-year-old had developed blood clots in the lungs, but was recovering. both had received vaccines from the same batch, the authorities said. danish authorities said on march 10 that one person who had clots after receiving the vaccine had died",2021-04-20 12:13:41+00:00,april,2021.0,Facebook,
593,taglish,n,"bigay nyo na yung mga vaccine sa gustong magkaroon. baka ma expire ang mga vaccine kaka kumbinsi sa ayaw talaga. matagal na naming gusto ng vaccine pero hanggang ngayon nasa category a pa rin kayo at malayo sa pa b6. isa pa, bakit nyo pinapahirap mag access sa vaccine ang private companies, bibili na nga mga employer eh gusto pa ng iatf policy na dapat may ibigay ang companies sa gobyerno na bahagi ng vaccines. ano yan? bakit imbis na maging accessible ang vaccine sa mga working taxpayer ay bakit mas lalo pang nagiging mahirap maka access ng bakuna taxpaying employees na nasa category b6 ay parang lugi. review your priorities again.",2021-04-20 12:33:55+00:00,april,2021.0,Facebook,
594,english,n,contact tracing sa end game!,2021-04-20 06:02:55+00:00,april,2021.0,Facebook,
595,filipino,n,"dapat talaga maging honest tayo pagdating sa contact tracing info, kasi kung magsisinungaling tayo, mawawalan ng say say yan.",2021-04-20 06:03:33+00:00,april,2021.0,Facebook,
596,filipino,n,kinakapos na kayo pasyente ng covid kailangan pa hanapin? pero patuloy ang bilangan niyo ah .,2021-04-20 06:45:42+00:00,april,2021.0,Facebook,
597,filipino,n,salamat sa mga contact tracers sa inyong serbisyo at suporta sa mga pamilyang tinamaan ng covid!,2021-04-20 07:22:55+00:00,april,2021.0,Facebook,
598,taglish,n,dapat ba ipost sa social un mga lugar at mga tao na pinupuntahan nila pra mg contact tracing?,2021-04-20 07:28:40+00:00,april,2021.0,Facebook,
599,filipino,n,sir naniwala ako dyan.pero sir sana wag naman ganyan araw-araw kadami ang positive.gaya ng iba hindi naman covid kinanatay pero sa listahan positive kahit inataki lng.basta ako sir naniwala sa covid at tiwala ako sa mga tao na tama ang ginagawa nla sa trabaho.,2021-04-20 07:55:02+00:00,april,2021.0,Facebook,
600,taglish,n,"hindi nakakatulong ang contract tracing dahil ang covid pabalik balik at kusang gumagaling ,magpokus kayo sa pagpapagawa ng mga hospital at buksan nyo ekonomiya dahil nagugutom mga tao",2021-04-20 07:55:24+00:00,april,2021.0,Facebook,
601,filipino,n,reymil palmares naman under reported pa nga ang number of cases ksi hindi lahat na dala sa contact tracing at hindi lahat na swab. if proper contact tracing at ma swab lahat ng contacts for sure mas mataas pa sa reported ang totoong cases,2021-04-20 08:07:30+00:00,april,2021.0,Facebook,
602,filipino,n,god is powerful pag may tiwala ka sa diyos di ka matatakot sa mga taong nananakot jusko manakot pa kayo. kita nyo kayo lang din natatamaan.,2021-04-20 05:46:31+00:00,april,2021.0,Facebook,
603,filipino,n,talaga bang may covid.,2021-04-19 13:22:53+00:00,april,2021.0,Facebook,
604,filipino,n,pag may sakit po ba kau na mabakunahan ng astra zenica ano pong mangyayari at pwede po bang magamot ung nabakunahan.,2021-04-19 06:11:26+00:00,april,2021.0,Facebook,
605,english,n,no to vaccine!,2021-04-19 06:22:59+00:00,april,2021.0,Facebook,
606,filipino,n,"wag na kayung mangluko ng tao,wala talagang covid, mga animal",2021-04-19 06:35:38+00:00,april,2021.0,Facebook,
607,english,n,hi question why is that there are now covid positive patients ages below 30-40 years old who died because of covid. before you are telling us that they are not at risk or they cope with the virus,2021-04-18 13:20:14+00:00,april,2021.0,Facebook,
608,filipino,n,nicky de jesus true gusto nila magpanic tau na may nakakahawang virus pero wala naman talaga sabi pa nila airborne daw lumilipad sa hangin kaya nag disinfect gamit ang helicopter para tau mangamba yun pala kunwari may virus para may magtangkilik ng kanilang bakuna,2021-04-18 13:25:14+00:00,april,2021.0,Facebook,
609,taglish,n,"baka naman pati typhoon may virus na din dilakado na yan experto: covid virus truly, at garantisado, mabilis umipikto pag mayaman kayo, pag kayo'y taong grasa 100%negative po kayo",2021-04-18 16:12:24+00:00,april,2021.0,Facebook,
610,filipino,n,"pag may mamatay sa bagyo ngayon, sabihin na naman na covid-19 ang ikinamatay!",2021-04-18 16:12:37+00:00,april,2021.0,Facebook,
611,english,n,"god is the only power who can give us the only sure immunity . in fact he has equipped our body with innate immunity plus adaptive immunity and cell-mediated immunity systems. we don't need any kind of vaccines. it is just a placebo with negative side-effects. trust god alone. the bible says, trust in the lord with all your heart and lean not unto your own understanding; in all your ways acknowledge him and he shall direct your paths. (prov. 3:5-6).",2021-04-17 12:25:27+00:00,april,2021.0,Facebook,
612,english,n,please explain asymptomatic and mild cases on covid19?,2021-04-17 08:14:53+00:00,april,2021.0,Facebook,
613,taglish,n,wala ng susunod sa tips niyo kung totoong department of health kayo dapat promote niyo ay eat healthy foods di yung ipromote ang covid vaccines. common sense nalang diba?,2021-04-17 03:47:22+00:00,april,2021.0,Facebook,
614,taglish,n,maganda sana kung malalayo lugar gaya ng island malalayo sa syudad mapapatayo ng pasilidad ng mga tinamaan ng covid atlis hindi nakakapang hawa ng marami tao kung sa syudad lang mag papatayo ng pasilidad ng covid lalo lang lalala kasi sadami ng tao sa syudad paikot ikot lang virus atlis sa malayo hindi pa nakakapang hawa pa ng iba at mabawasan pag kalat ng virus,2021-04-17 07:17:17+00:00,april,2021.0,Facebook,
615,taglish,n,"paano ung asymptomatic? kasi di ninyo alam na may covid siya, wala nararamdaman na sakit...meaning meron siyang covid pero di ninyo alam or kahit siya mismo for sure babakunahan siya mag-take effect ba ang vaccine?",2021-04-15 12:30:20+00:00,april,2021.0,Facebook,
616,filipino,n,bakit nawala na po yata sa eksena ung paniki na pinagmulan nang covid?,2021-04-14 12:38:53+00:00,april,2021.0,Facebook,
617,english,n,swab test muna bago vaccine,2021-04-14 12:18:59+00:00,april,2021.0,Facebook,
618,english,n,doh are so desperate to vaccinate the people because no one trust the experimental vaccine people are willing to take trusted ivermectin rather than experimental vaccine.,2021-04-14 12:23:00+00:00,april,2021.0,Facebook,
619,filipino,n,hindi na kailangan mag pabakuna gumagaling lang naman sa covid ( trangkaso lang yan ),2021-04-14 12:23:38+00:00,april,2021.0,Facebook,
620,taglish,n,may certificate po ba pag ikaw ay naka tapos ng magbakuna. para magamit sa travel (local and abroad) thanks,2021-04-14 12:02:35+00:00,april,2021.0,Facebook,
