,lang,class,message,created_time,month,year,platform,Unnamed: 0,username
7,english,p,"@mrsunlawyer Haven’t had the courage to read news for a few days, and then this. this is depressing. I’m also a mother forced to be away sa baby ko cause of this pandemic, and this hits so close.  The way the government is handling this crisis 😭  disappointing",2020-06-11 21:13:09+00:00,June,2020.0,Twitter,375.0,
8,english,p,i honestly dont know how this pandemic has taken a toll on my mental health because nothing surprises me anymore acad burnout  hades died of breast surgery then biopsy results in a few weeks,2021-04-15 18:21:23+00:00,April,2021.0,Twitter,384.0,
9,english,p,i suffer from covid..it is very very hard..and i lost a friend yesterday because of it...she has asthma and the virus was deadly to her...its real..its very real,,march,2021.0,Facebook,0.0,
10,taglish,p,dahil sa sinovac nagkaganito ang papa ko! 👇👇👇 eventually her father died several days after taking sinovac! 👇👇👇,2021-04-25 06:08:15+00:00,april,2021.0,Facebook,2.0,
11,filipino,p,namatay ang best friend ko at 3 kasama sa bahay ang nag positive. ako hiwalay ng bahay pero lagi kami mag kasama kahit nung may nararamdaman na sya. hindi ako nagpa test kasi ayoko magpa hospital pero sa amin lahat ako yata ang nakaranas ng lahat ng symptoms. nag self quarantine ako at ginamot ko sarili ko at naka survive ako after few weeks. pwede ba ako magpa vaccine na? ayoko na mahawa uli mahirap lalo na yung time na experienced ko ang shortness of breathing. akala ko mama atay na rin ako kaya wish ko mabakunahan na ako agad para kahit paano mabawasan ang takot ko sa covid-19.😊,2021-04-14 07:36:46+00:00,april,2021.0,Facebook,3.0,
12,filipino,p,"sabihan mo yan sa mga namatayan ng dahil sa covid. explain mo ng maigi. explain mo saakin paano namatay tatay ko walang sakit, inubo nahirapan huminga then patay na agad!",2021-04-14 03:40:43+00:00,april,2021.0,Facebook,4.0,
13,filipino,p,totoo po yon sa ngayon di naman po lahat ng nurse pero marami talagang sobra din sa akin pong karanasan madami pong salbaheng nurse sa mga pampoblikong hospital masusungit daig pa may ari pagnagtanong ka sisigawan ka pag yong dextros wala nang laman pagtumawag ka dka iintindihin ikaw ang lalapit kahit bumabalik na yong dugo ikaw pa sisihin papano kung covd ang sakit di lalo na kaya siguro madami namamatay di pinapansin,2020-04-13 11:13:07+00:00,april,2020.0,Facebook,5.0,
14,taglish,p,romeo marcial totoo po yan sir suka lang pinanglaban ko sa covid.start ng march untill now natakot ako last time loss of taste and smell.worried nako tsaka stress,2020-08-12 12:17:48+00:00,august,2020.0,Facebook,6.0,
15,taglish,p,@vicegandako After pandemic I wanna live a life no more support on alam mo na kasi na kakatrauma na nakakadala kaya Hindi bale Hindi ko naman sila sasabihan na iwan ka para hindi ka na mag isa. 😊 ayos ba? Hirap huminga sa problema lalo na Kung ang sobrang lalim na,2021-04-20 00:43:32+00:00,April,2021.0,Twitter,7.0,woycrush2
16,filipino,p,"hindi talaga ganun kadali kasi nasa mid ng pandemic , imagine 'yong hirap mag book ng flight , magself quarantine for 14 days tapos babalik ulit.. worst baka maccremate na agad lola nya...",2020-06-15 18:30:22+00:00,June,2020.0,Twitter,8.0,joshtokeun
17,taglish,p,++ but since the last week of febuary I've been having anxiety attack and flashbacks of my jhs where I got bullied. Baka dahil sa nasa panahon tayo ng pandemic kaya ganto mindset ko pero almost gabi gabi kong iniiyakan yung mga memories nayon ++,2021-03-31 01:37:46+00:00,March,2021.0,Twitter,9.0,changgyuk_
18,taglish,p,"gusto ko muna mag loa at mag focus sa self growth ko, sobrang na-stuck and feel ko hindi ako umuusad simula ng nag pandemic and nag online class💔",2020-11-03 12:27:44+00:00,November,2020.0,Twitter,15.0,
19,taglish,p,"As someone who had covid and experienced first hand coordinating with our LGU, I can say na HINDI EXCELLENT ang pandemic response ng gobyerno. WALANG KWENTA! Kanya-kanya talaga. Nakakagalit kasi ang dami nilang inutang! San napunta yun?",2021-04-10 12:48:54+00:00,April,2021.0,Twitter,20.0,
20,taglish,p,"exactly what happened to my lola last year. kaya nakakagalit at nakakakulo talaga ng dugo everytime this admin says they've handled the pandemic so well. more than those who've died of covid, ilan ang namatay dahil hindi sila ma admit sa ospital kasi puno na at di tumatanggap +",2021-03-16 14:58:44+00:00,March,2021.0,Twitter,22.0,
21,filipino,p,"Imagine, may pandemic, mag papasko, pero biglang pinatay nanay at kapatid mo. Sobrang nakakapanghina, nakakagalit. Sobrang sakit na sa isang iglap, wala na sila. #StopTheKillingsPH",2020-12-21 11:29:02+00:00,December,2020.0,Twitter,23.0,
22,taglish,p,"Naalala ko yung ""I can't breathe"" incident sa US that triggered nationwide protest despite the pandemic.    Remember this murderer and his daughter. Mga demonyo sila! Nakakagalit na talaga!",2020-12-21 04:45:28+00:00,December,2020.0,Twitter,25.0,
23,taglish,p,Nakakapagod at nakakagalit na mas malaki pa ang benefits ng mga hindi direktang nagduty sa covid wards kesa ikaw na nasa frontlines 😭😭😭😭😭 bakit ba ganon???? Ayaw ko naaaaa!!!! Neglected pa din kahit may pandemic. 😠😣,2020-12-11 18:51:41+00:00,December,2020.0,Twitter,29.0,
24,taglish,p,"from volcano eruption, to the pandemic and now calamity crisis, tangina talaga nakakagalit. in sa span of a year or less sobrang daming buhay ang nawala. and that’s on incompetence.",2020-11-14 12:39:53+00:00,November,2020.0,Twitter,33.0,
25,taglish,p,"We, Filipinos, have lost people we love and care about. We have lost family members or family friends. We have lost doctors - our mentors, the very reason we still survive in this pandemic.  We are losing. Nakakagalit mabuhay sa bansang hindi ito naiintindihan. Napakasakit.",2020-07-29 09:51:26+00:00,July,2020.0,Twitter,36.0,
26,filipino,p,sobrang sakit sa puso makita to paulit ulit. sobrang sakit sa puso malaman na may mga kakilala kang mawawalang ng trabaho sa gitna ng isang pandemic. tangina nakakagalit.,2020-05-05 21:26:35+00:00,May,2020.0,Twitter,42.0,
27,taglish,p,"Im so tired of this pandemic.  Apektado ang training namin as doctors, mental health ko pulbos na, people are dying everyday - on top of covid! PAGOD NA AKO PERO NANDITO PA RIN AKO NAGPAPABUGBOG SA KUNG ANONG IHAGIS SA AKIN KASI  PINIPILIT KONG MAGING MATURE AT MABUTING TAO!",2021-03-07 21:04:55+00:00,March,2021.0,Twitter,43.0,
28,taglish,p,"pinalala lang nang pandemic mental health issues ko, not even trolling.",2020-12-06 12:26:44+00:00,December,2020.0,Twitter,44.0,
29,filipino,p,"@thefragilevet @marquingina Pag naaalala ko yung mga katangahang nawitness ko ngayong pandemic, lalong natitrigger yung anxiety ko. I won't forget the white sands sa manila bay pati yung matagal na response sa pagsasara ng border natin para sa incoming flights. Parang di mga abogado kung mag isip.",2021-01-17T13:46:10+0000,January,2021.0,Twiiter,45.0,
30,filipino,p,@HugeJackolman Ouch ang sakit! 10 years!  Hirap kalimutan nyan. Ako nga...kahit 8 months lang kami at dipa nagkita dahil pandemic pero day by day naaalala ko pa din...lalo pag narinig ko ang salitang doc.  10 years.....grabe,2021-01-31T16:05:45+0000,January,2021.0,Twitter,46.0,
31,taglish,p,"tried dating once this pandemic pero shit talaga, i cant i mean pag naaalala ko how it started, my anxiety just breaks in, and super bigat sa pakiramdam lagi na i can't breathe,, not overreacting kasi hindi lang naman sya nangyari once but twice and different persons pa",2020-12-23T22:54:14+0000,December,2020.0,Twitter,47.0,
32,filipino,p,Iba talaga effect nitong Pandemic na 'to sa 'tin. Mas dumadalas yung anxiety and panic attacks ngayon. Plus yung trauma ko po nung nabangga ako ng kotse. :(  sobrang hirap! shit!!!!!!!!!!,2020-04-13T1:11:27+0000,April,2020.0,Twitter,48.0,
33,filipino,p,"pero dahil sa pandemic na to, utak ko papatay sakin please lang ayaw ko na maalala :( sobrang lungkot",2020-05-04T0:27:10+0000,May,2020.0,Twiiter,49.0,
34,filipino,p,"Lapit na April. Maalala ko nanaman yung na ospital ako height ng pandemic tapos hirap na hirap ako huminga. Tapos kami lang ni Kuya makakalabas ng ospital, si Mommy hindi na pala makakauwi. baka ako ay mag breakdown",2021-02-19T10:25:28+0000,February,2021.0,Twitter,50.0,
35,taglish,p,"Sobrang hirap, like there are days im okay like really okay, pero may times na pota may maalala lang ako the thoughts are unstoppable. Lord can you please just heal me, and everyone who needs it this pandemic. Pagod na kaming lumaban every single day.",2020-12-04T11:22:11+0000,December,2020.0,Twitter,51.0,
36,filipino,p,@intl_unnie Grabe same na same!!! Dapat pupuntahan din niya ako noong holy week kaso nag lockdown na🥴 tapos nakakatakot din na umuwi siya kasi baka mahawaan siya ng covid sa plane kagaya ng mga coworkers niya na umuwi dito. Sobrang lungkot pala ng bongga ng LDR tapos may pandemic pa😭,2020-12-26T13:44:51+0000,December,2020.0,Twitter,52.0,
37,filipino,p,"bata palang yata kami noong huling may nawala sa family namin. Sobrang hirap na ngayon pa, kung kailan pandemic sasabay yung mga ganito. 😭",2020-09-14T6:38:13+0000,September,2020.0,Twitter,53.0,
38,filipino,p,"Grabe yung mga nangyayari ngayong 2020 'no? Una, pumutok ang Taal noong January. Nitong March hanggang ngayon eh pandemic naman. Tapos eto naman si #QuintaPH na grabe ang naging pinsala sa Mabini. Nakakatakot. Nakakaiyak. Nakakapagod. ☹️☹️☹️",2020-10-28T9:56:08+0000,October,2020.0,Twitter,54.0,
39,taglish,p,Intubations and codes naman sa loob ng ER. 😔 sobrang immune na ako dati sa mga iyak ng mga relatives pero parang iba yung ngayon sobrang lungkot and ang bigat sa puso. This virus could have been controlled if we had the right pandemic response.,2021-04-01T1:25:13+0000,April,2021.0,Twitter,55.0,
40,filipino,p,"ang hirap mawalan ng mommy, nalulungkot ako para sa mga friends and acquaintances ko na nawalan ng nanay especially. during the pandemic. ilang beses na muntik mangyari sa kin yun dahil sa sakit ng mommy ko, lalo na this year nung magka-covid siya last March. Ang sakit isipin. Nakakatakot",2021-01-13T13:10:03+0000,January,2021.0,Twitter,56.0,
41,filipino,p,"Lord please, Last na to please🙏🙏🙏 Ang hirap mawalan lalo ngayon may pandemic at magpapasko😭😭",2020-12-16T6:03:08+0000,December,2020.0,Twitter,57.0,
42,taglish,p,"Ang hirap i-celebrate ng pasko this year. 1st, due to pandemic at hirap pa yung iba sa atin makabangon.2nd, Due to Typhoon Ulysses at maraming affected areas ang nawalan ng bahay. Lastly, yung mawalan ka ng Family member this yr. Never akong nagpatugtog ng Christmas song this yr.",2020-12-06T11:03:49+0000,December,2020.0,Twitter,58.0,
43,taglish,p,"Sobrang hirap mawalan ng mahal sa buhay ngayong pandemic kasi hindi ka man lang makakapunta para makita sila for the last time. I also lost my Lola last August and dinadamayan nalang namin siya last through video call, we saw how she suffers and hear her last breath 💔",2021-04-27T11:22:17+0000,April,2021.0,Twitter,59.0,
44,taglish,p,"Hindi ako makatulog thinking about all those who lost jobs in the middle of the pandemic. Hindi lang yung today ang last day. Pero lahat nang nakaramdam ng matinding stress kakaisip sa kahihinatnan ng desisyon re: franchise renewal, na ayun na nga, pinagkait ng mga halimaw.",2020-08-29T0:49:24+0000,August,2020.0,Twitter,60.0,
45,taglish,p,"this country sees the highest daily spike in cases since the beginning of the pandemic. hospitals are nearing full capacity and lockdowns are being implemented again like it was march of last year. nakakapagod, nakakatakot, nakakagalit :((",2021-03-20T21:55:46+0000,March,2021.0,Twitter,61.0,
46,filipino,p,"nakakapagod, nakakatakot, nakakawala ng pag asa na paulit ulit nangyayari ngayong pandemic",2021-03-16T7:58:28+0000,March,2021.0,Twitter,62.0,
47,filipino,p,paulit-ulit na bagyo in a middle of a pandemic. walang wala na kami. nakakapagod na. ayoko na. suko na ako.,2020-11-12T9:19:58+0000,November,2020.0,Twitter,63.0,
48,filipino,p,"sa panahon ngayon na na may pandemic ‘yoko na ma confine ng paulit ulit sa hospital. Wala na sanang 3rd, 4th, 5th... sakto na ang dalawang beses ng pagka-confine na 1 week lang yung rest interval. Nakakapagod at nakakapanghina ng loob.",2020-08-29T16:04:49+0000,August,2020.0,Twitter,64.0,
49,filipino,p,Pinaka naiinggit ako sa pamilya nila Nica😭 alam mo yung pagmag kakasama sila lagi ko iniisip na sana ako din💔 na kelan kaya kami ma kukumpleto ulit? Pero naisip ko 8 na pala namatay samin mula nag pandemic kaya hindi na mangyayari yon💔,2021-04-24T13:09:52+0000,April,2021.0,Twitter,65.0,
50,filipino,p,"After ng pandemic na to mas malululong na naman ako sa lungkot, sa anxiety ko, maiwan magisa sa bahay. Magkakahiwa-hiwalay na kaming apat, magt-trabaho na ulit si daddy sa ibang lugar. Ayoko na ulit mapunta sa point na magsuffer sa depression ng magisa, ng wala ni isang nakakaalam",2020-06-26T22:34:47+0000,June,2020.0,Twitter,66.0,
51,filipino,p,wala ulit travel ban? So uulit lang sa nangyari before this pandemic?! HINDI KA PA NATUTO?! Jusko!!!,2020-12-27T14:51:35+0000,December,2020.0,Twitter,67.0,
52,taglish,p,im scared of what's happening. grabe yung 5K plus. nakakatakot. i remember last year akala ko okay yung lockdown mga ilang weeks and will go back to normal na. its been a year. ang hirap maging mahirap sa gitna ng pandemic. i lost my job when i needed it the most.,2021-03-15T17:57:02+0000,March,2021.0,Twitter,68.0,
53,taglish,p,"Ilang beses na rin na-trigger yung traumas ko this pandemic. Yung isa, kanina lang. Monday pa lang, malapit na ako mag-birthday, pero nagb-breakdown ako. This pandemic, the stress, the anxiety, and the traumas, they’re all taking their toll on me. One by one.",2020-07-06T22:13:10+0000,July,2020.0,Twitter,69.0,
54,filipino,p,Ang hirap talaga pag namatayan kayo this pandemic.. hindi ka makagalaw...,2021-02-13T7:46:08+0000,February,2021.0,Twitter,70.0,
55,filipino,p,"@qkhenxz Hopefully, masyado nang kawawa ang pilipinas sa sobrang daming nangyayari. Ang hirap magpigil ng luha knowing na grabe yung situation doon pero ang liit lang ng macontribute ko. Ang dami na ngang namatay sa pandemic, ito pa na magkasunod yung malalakas na bagyo 😭😭",2020-11-14T22:56:51+0000,November,2020.0,Twitter,71.0,
56,filipino,p,Ang hirap ng pandemic no? Kapag may namatay sa inyo ang hirap,2020-08-08T13:10:08+0000,August,2020.0,Twitter,72.0,
57,filipino,p,Sobrang dalang dala ko sa story na to. Parehas kami ng story namatayan during this pandemic ang pinagkaiba lang mama niya namatay samin namin si tatay. Hindi nadin nila nakita mama nila nilibing kaagad same with tatay. Sobrang hirap as in. Hindi mo maexplain yung sakit.,2020-06-01T0:52:42+0000,June,2020.0,Twitter,73.0,
58,taglish,p,I hope you do not experience crying nonstop for days without any will to live. Sobrang hirap na parte yun ng buhay ko. Hay this pandemic makes me remember painful memories.,2020-05-04T20:17:54+0000,May,2020.0,Twitter,74.0,
59,filipino,p,"Grabe no? Last year, iniisip natin ang lala ng nangyari sa Taal. Isang taon na din tayong nasa pandemic. 😷 kelan ba matatapos to? Nakakapagod na!  https://t.co/KnzYE0bWXP",2021-01-16T9:52:51+0000,January,2021.0,Twitter,75.0,
60,taglish,p,"Grabe yung lungkot ko sa pagpanaw ng friend ko.  Last year, may namatay din akong friend due to COVID. Tapos this year uli, TANGINAAAAA !!! 😭😖😣😤😫  MAKE THIS PANDEMIC AND THIS FUCKING GOVERNMENT STOP NA PLS! HUHUHU. 💔 I DON'T WANNA LOSE A FRIEND AGAIN. 😭😭😭",2021-04-01T19:37:38+0000,April,2021.0,Twitter,76.0,
61,filipino,p,"grabe pasko last year, nasa funeral kami ni daddy tapos ngayon naman lungkot din kasi may pandemic 🥲🥺 kelan kaya sasaya ulit hehe",2020-12-25T20:25:15+0000,December,2020.0,Twitter,77.0,
62,filipino,p,Yung taas ng tubig sa bahay namin parang yung sa ondoy na. Grabe 😪 naalala ko nung ondoy sobrang hirap na lalo na ngayon na may pandemic pa 😪,2020-11-12T9:38:04+0000,November,2020.0,Twitter,78.0,
63,filipino,p,"Lalo na ngayong may pandemic. Walang gabing, hindi ako nagkakaroon ng masamang panaginip. Sobrang hirap ng ganto! 😔",2020-09-01T17:34:02+0000,September,2020.0,Twitter,79.0,
64,taglish,p,"I EXPERIENCED  TAAL VOLCANO ERUPTION STRONG EARTHQUAKES PANDEMIC(EXPERIENCE PERFORMING RT PCR SA COVID)  BUTI ANG STRONG NG MENTALITY KO? GRABE WHENEVER I THINK OF THESE THINGS NA NANGYARI SAKEN, GRABE TALAGA. KAYA SIGURO MAY ANXIETIES AKO LATELY AND UNCERTAINTIES FEELS😭😭😭😭😭",2020-10-05T7:00:42+0000,October,2020.0,Twitter,80.0,
65,filipino,p,"nakakatakot na makipagsiksikan sa bagsakan ulit, naPUI ako dahil may nakasalamuhang positive last november",2020-12-01T7:00:15+0001,December,2020.0,Twitter,81.0,
66,filipino,p,ayaw ko ng maalala yung time na nagpositive kaming magbabarkada galing la union ,2021-03-01T17:34:02+0000,March,2021.0,Twitter,82.0,
67,filipino,p,napanaginipan ko nanaman yung mga panahong nasa ICU dahil sa covid,2021-20-16T9:52:51+0000,January,2021.0,Twitter,83.0,
68,filipino,p,"hindi talaga ganun kadali kasi nasa mid ng pandemic , imagine 'yong hirap mag book ng flight , magself quarantine for 14 days tapos babalik ulit.. worst baka maccremate na agad lola nya...",2020-10-02T19:37:38+0000,October,2020.0,Twitter,84.0,
69,filipino,p,ang bigat pa rin sa dibdib ng nadidiscriminate ng mga kamag-anak ng dahil nag-PUI dati ,2020-12-06T11:03:49+0000,December,2020.0,Twitter,85.0,
70,english,p,"i remember what happened to me last dec, looking back, they were severe covid symptoms and everyone said it was viral. I wasn't admitted and suffered in my room alone for a month",2021-04-28 21:58:22+00:00,April,2021.0,Twitter,86.0,
71,filipino,p,"tuwing naaalal ko yung experience ko sa covid, nanghihina ako. bumabalik lahat ng sakit, physically and mentally",2021-04-25 06:08:15+00:00,April,2021.0,Twitter,87.0,
72,filipino,p,"binabagabag nanaman ako ng mga alala ng covid days, ang hirap makatulog!",2021-04-14 07:36:46+00:00,May,2021.0,Twitter,88.0,
73,english,p,"as a healthcare professional working on the covid unit/ICU, the emotional trauma and burden is just too much to handle at times",2021-04-14 03:40:43+00:00,June,2021.0,Twitter,89.0,
74,english,p,"as a covid survivor, i have those days where i wake up and relieve the trauma of being sick. one of the worst days!",2020-04-13 11:13:07+00:00,July,2020.0,Twitter,90.0,
75,taglish,p,"grabe yung trauma nung naubusan ng oxygen sa hospital kung saan nakadistino si lolo dahil sa covid, watching the news about India triggers those memories",2020-08-12 12:17:48+00:00,August,2020.0,Twitter,91.0,
76,english,p,"still got trauma from taal eruption last january, now there's covid",2020-05-02T19:37:38+0000,May,2020.0,Twitter,92.0,
77,taglish,p,"even after recovering from covid, nakakatrauma pa rin mga nangyari",2021-02-19 03:47:35+00:00,february,2021.0,Twitter,93.0,
78,english,p,the trauma and pain we go through everyday sa ICU is just... when will covid stop?,2021-02-19 03:49:01+00:00,february,2021.0,Twitter,94.0,
79,english,p,"trauma during pandemic is real and ongoing and universal, i know cause i am experiencing it",2021-02-18 12:53:39+00:00,february,2021.0,Twitter,95.0,
80,filipino,p,"kinakabahan ako tuwing lalabas ng bahay para bumili ng yosi, nakakatrauma yung bigla na lang hahablutin ng tanod at dadalhin sa gym paguwi umaga na",2021-02-18 12:59:58+00:00,february,2021.0,Twitter,96.0,
81,filipino,p,"lagi na kaming naliligo pagkauwi galing grocery. Ng dahil sa pagpunta sa market, nagkacovid si lakai. grabe struggle sa bahay, buti pinayagang maghome quarantine at hindi sa vacante",2021-02-18 13:05:30+00:00,february,2021.0,Twitter,97.0,
82,filipino,p,yung mga iyak ng mga pasyente sa covid ward... nagpapaulit ulit sa tenga ko. hindi ako makatulog sa gabi dahil dun,2021-02-20 13:05:30+00:00,february,2021.0,Twitter,98.0,
83,taglish,p,"being a covid survivor sucks. one day you're happy, the next you're relieving the times na nagsstruggle kang huminga sa ICU, walang kasama at walang magawa",2021-02-18 01:07:42+00:00,february,2021.0,Twitter,99.0,
84,filipino,p,"not my aunt too! hindi pa nga kami nakakarecover from the trauma of losing my uncle, ngayon si auntie naman :""(",2021-02-17 02:31:31+00:00,february,2021.0,Twitter,100.0,
85,english,p,"forgive me if sometimes i get easily irritated, moody, or likes to be alone. being covid-survivor isnt easy",2021-03-27 20:47:16+00:00,March,2021.0,Twitter,101.0,
86,taglish,p,witnessing how my parents fought covid was traumatizing. halos ayaw ko ng lumbas sa takot na mahawaan. sana mawala na tong pandemyang to,2021-03-27 20:29:39+00:00,March,2021.0,Twitter,102.0,
87,english,p,still getting nightmares about the current state of Covid in India,2021-03-27 20:21:51+00:00,March,2021.0,Twitter,103.0,
88,taglish,p,"as a nurse, i think this is the most traumatizing year of doing my job. mas marami ng namamatay kesa sa naisasalba dahil sa covid",2021-03-26 18:49:56+00:00,March,2021.0,Twitter,104.0,
89,filipino,p,bilang studyante nakakaranas kami ng psychological trauma dahil sabay naming pinaglalamayan yung mga mahal namin sa buhay at paggawa ng school works na yan! #AcademicEase,2021-03-26 00:46:41+00:00,March,2021.0,Twitter,105.0,
90,english,p,i'm experiencing pandemic trauma,2021-03-14 21:47:14+00:00,March,2021.0,Twitter,106.0,
91,taglish,p,"kapag nakakakita ako ng oxygen mask, napapaiyak na lang ako. how i wish i was by your side, sy, nung nakikipaglaban ka sa covid. i didn't even get to say goodbye..",2021-01-17 23:35:09+00:00,January,2021.0,Twitter,107.0,
92,filipino,p,tuwing may new cases na narerecord dito sa amin gusto ko na lang magkaroon ng lockdown ulit. nakakatrauma na magkaroon ng positive sa family,2021-01-08 15:02:36+00:00,January,2021.0,Twitter,108.0,
93,english,p,"i don't want to see or hear about ICU rooms for the rest of my life! because of covid, i was traumatized, i cant stand hospitals",2020-12-28 12:00:14+00:00,December,2020.0,Twitter,109.0,
94,english,p,seeing the news about people dying of covid just triggers me. pandemic trauma is real. i'm starting to hate my job,2020-12-21 22:04:21+00:00,December,2020.0,Twitter,110.0,
95,filipino,p,"pagkatapos ko mag ka covid last year, pakiramdam ko meron nanaman. hindi ako makahinga at grabe symptoms ko ngayon. sana normal na flu lang, ayoko na maranasan ulit. ",2020-12-21 08:56:16+00:00,December,2020.0,Twitter,111.0,
96,taglish,p,but since the last week of febuary I've been having anxiety attack and flashbacks of my jhs where I got bullied. Baka dahil sa nasa panahon tayo ng pandemic kaya ganto mindset ko pero almost gabi gabi kong iniiyakan yung mga memories nayon,2021-03-16T9:52:51+0000,March,2021.0,Twitter,112.0,
97,filipino,p,"doh, kayo nalang muna magpa vaccine total magagaling kayong magpalala ng pandemic nyo, ung dengvaxia nyo na maraming namatay na bata, unsolved case pa! tangina nyo!!!",2021-01-27 05:52:31+00:00,january,2021.0,Facebook,170.0,
0,taglish,n,Much that I want to say wow... But Wala pa tayong massive testing. Huwag tayong maging kampante. Baguio had no new cases for thirteen days ... And then biglang merong dalawang magkasunod,2020-04-15 10:19:08+00:00,April,2020.0,Facebook,,
1,taglish,n,hirap kapag monitored lahat ng galaw. It’s for our own safety naman. Ang inaalala ko lang is yung mga kasama kong walang sariling table sa backroom. They have to eat and stay to their assigned area for only 30mins and they have to wait another 30mins sa labas 😢,2021-04-29 12:00:36+00:00,April,2021.0,Twitter,,
2,taglish,n,I badly want this book at gustong-gustong bilhin kaya lang sobrang hirap mag-ipon ngayong pandemic dahil lagi lang nasa bahay kaya eto po ako ngayon at nagbabaka sakali na manalo🤞  RUSSROVERS DAY,2021-01-28 04:19:54+00:00,January,2021.0,Twitter,,
3,taglish,n,We may know po kung saang area nakadetail yong nagpositive na municipal employee.,2020-06-18 02:53:36+00:00,June,2020.0,Facebook,,
4,taglish,n,we all pray na matapos na ang covid 19 sa pilipinas at sa buong mundo.. godbless us all 🙏🙏🙏,2020-08-27 09:31:15+00:00,august,2020.0,Facebook,,
5,taglish,n,tapat sa trabaho para damihan ang positive sa covid...more positive more money....reality bahala na ang impyerno sa niyo...,2021-04-20 06:23:24+00:00,april,2021.0,Facebook,,
6,english,n,"at least the recoveries are still up. btw lord, please rid us of this covid in your mercy. please, make it happen, lord. amen. 😐😕",2021-01-20 08:02:06+00:00,january,2021.0,Facebook,,
7,english,n,We ask you our God strengthen their immune system and help them to be courageous to battle the virus. Give them wisdom on how they would help themselves to fight the virus. Nourished themselves with complete nutrients to strenghtened their immune system.We come to you because you are the only one who could do miracles. Thank you so much Almighty God for thy miracle healing to all covid victims including other sicknesses who are recovering in the hospitals.,2020-06-18 00:32:23+00:00,June,2020.0,Facebook,,
8,english,n,Ingat always.. Praying for their fast recovery... And everyone's health and safety,2020-08-11 17:17:23+00:00,August,2020.0,Facebook,,
9,english,n,Let us all continue praying. Let us heal as one. Let is not forget Wear facemask and face shield. God bless everyone.,2020-12-04 11:06:51+00:00,December,2020.0,Facebook,,
10,english,n,"definitely datas of covid 19 will rise since even if it is not covid, hospital doctors here in the phils will declare that their diagnosis is covid..kasi nmn malaki ang singil nila sa philhealth example there was a case in lapulapu city in cebu province a daughter brought her father to the hospital since the latter is attempting to commit suicide by drinking a dose of chlorine the result covid",2020-08-27 13:41:33+00:00,august,2020.0,Facebook,,
11,english,n,There are things that we are out of control and no one wants to be infected. These people have been working for our safety. We pray for your healing and good health.,2020-06-17 14:12:13+00:00,June,2020.0,Facebook,,
12,filipino,n,wala na. Meron kasi pasaway umuwi hindi man lang nag declare na positive pala siya pati driver ng van nadamay na hindi alam positive yung pasahero niya. Pasaway din kasi dapat mandatory na nag pupunta sa triage pero deretso sa inuman. kalokohan. Dapat lahat ng van or private vehicle na check talaga sa checkpoint kung san sila galing kasi madami nakakalusot. Kawawa ang mga law abiding citizen dahil sa mga loko-lokong selfish ka ilian.,2021-01-26 13:28:03+00:00,January,2021.0,Facebook,,
13,filipino,n,sarap bakunahan ang lahat na nasa doh from duque down. lahat nang bakuna iturok sabay sabay,2021-02-27 12:26:35+00:00,february,2021.0,Facebook,,
14,filipino,n,puro kayo covid kahit namatay sa ibang sakit sasabihin covid. kahit my ubo sipon kahit hindi naman covid ipapalabas nyo covid ..mga pulubi sa kalsada nangangalakal ng basura walang mask fshield ni dinga tinatamaan ng covid kuno. wala ka nga mkikitang taong grasa jan sa kalsada na nakabulagta na namatay sa covid eh.... anu ba kayo who doh. bagsak na ekonomiya ng bansa trillion na utang ng pilipinas dahil sa pandemic. sana binibigyan din ng pansin ng gobyerno natin yan mga nawalan ng trabaho hanapbuhay hindi yung puro covid nalang lagi pinapansin nyo. bagsak na ekonomiya abah,2021-01-28 10:41:22+00:00,january,2021.0,Facebook,,
15,filipino,n,nakakasawa na balitang pandemic gawa naman kayo ng good news and good vibes tulungan nyo mga mamayang mahihirap na walang pampagamot na may sakit mag iisang taon na gawa naman kayo paraan para maalis ang anxiety pag-alala at pangamba ng mamayang pilipino.,2021-02-23 14:37:33+00:00,february,2021.0,Facebook,,
16,filipino,n,"lord, ikaw na po ang bahala sa pilipinas at sa ibang bansang apektado ng covid19.,",2021-01-20 08:05:16+00:00,january,2021.0,Facebook,,
17,filipino,n,"tanong lang po, pag nabakunahan na ba abroad yung ofw iku quarantine pa daw ba pag uwi ng pinas?",2021-01-24 12:07:00+00:00,january,2021.0,Facebook,,
18,filipino,n,ito ang gamot sa covid .kumuha ng sariwang dahon ng sambong hugasan maigi ilagay sa pitcher lagyan ng inumin tubig punuin .yan ang pinaka tubig mo buong araw at gabi . bawat bawas ng tubig dadagdagan ng tubig. bawas dagdag hayaan lang na nakababad ang dahon .kung may virus ka dudumi ka ng tubig dalawa beses .tuloy mo lang pag inom hanggang tatlo araw .magiging ok ka na .kung wala ka virus normal lang dumi mo matigas pa nga minsan .bawal lang sa buntis,2021-02-27 11:49:55+00:00,february,2021.0,Facebook,,
